TX,TY,TZ
-3.8616548199551204,-3.8616548199551204,99.48358369503453
-3.6931707359120054,-3.6931707359120054,99.53095133282858
-3.5231768109292574,-3.5231768109292574,99.57610249836904
-3.351668216091298,-3.351668216091298,99.61902753382475
-3.1786401224825482,-3.1786401224825482,99.65971678136454
-3.004087701187416,-3.004087701187416,99.69816058315723
-2.8280061232902938,-2.8280061232902938,99.73434928137162
-2.6503905598756603,-2.6503905598756603,99.76827321817662
-2.471236182027866,-2.471236182027866,99.79992273574099
-2.2905381608313604,-2.2905381608313604,99.82928817623358
-2.108291667370551,-2.108291667370551,99.85635988182321
-1.9244918727298455,-1.9244918727298455,99.88112819467877
-1.7391339479936505,-1.7391339479936505,99.903583456969
-1.552213064246402,-1.552213064246402,99.92371601086278
-1.3637243925725215,-1.3637243925725215,99.94151619852892
-1.1736631040563879,-1.1736631040563879,99.95697436213626
-0.9820243697824509,-0.9820243697824509,99.97008084385364
-0.7888033608351037,-0.7888033608351037,99.98082598584986
-0.5939952482987678,-0.5939952482987678,99.9892001302938
-0.3975952032578647,-0.3975952032578647,99.99519361935423
-0.19959839679680158,-0.19959839679680158,99.99879679520002
0.0,0.0,100.0
0.0,0.0,100.0
0.20061424577599496,0.20045594914449794,100.0
0.4006743650184035,0.40004202556468726,100.0
0.6001825876126361,0.5987617297544006,100.0
0.7991411434441602,0.7966185622075415,100.0
0.9975522623984432,0.9936160234179283,100.0
1.1954181743608956,1.1897576138794506,100.0
1.3927411092169848,1.3850468340859408,100.0
1.5895232968521498,1.5794871845312883,100.0
1.7857669671518295,1.7730821657093259,100.0
1.9814743500015055,1.9658352781139428,100.0
2.1766476752866026,2.1577500222389716,100.0
2.371289172892574,2.348829898578316,100.0
2.5654010727048444,2.53907840762578,100.0
2.7589856046088954,2.7284990498752393,100.0
2.9520449984901376,2.9170953258205827,100.0
3.144581484234024,3.1048707359556573,100.0
3.3365972917260365,3.291828780774324,100.0
3.5280946508515996,3.4779729607704155,100.0
3.7190757914961523,3.663306776437821,100.0
3.909542943545162,3.847833728270416,100.0
4.099498336884039,4.031557316762033,100.0
4.288944201398266,4.214481042406533,100.0
4.477882766973295,4.396608405697776,100.0
4.6663162634945365,4.577942907129639,100.0
4.854246920847473,4.758488047195982,100.0
5.0416769689175425,4.938247326390638,100.0
5.228608637590156,5.117224245207495,100.0
5.415044156750824,5.295422304140416,100.0
5.600985756284942,5.472845003683247,100.0
5.786435666077978,5.649495844329834,100.0
5.971396116015384,5.825378326574068,100.0
6.155869335982601,6.000495950909794,100.0
6.339857555865095,6.174852217830903,100.0
